case_num,case_name,MSE,R-Square
0,50417_199cffee_13,0.02492724172770977,0.805830180644989
1,48516_2b3135bf_11,0.007921081967651844,0.7321896553039551
2,41733_1ec9b00c_31,0.006694058421999216,0.35067427158355713
3,31664_1e85c690_0,0.004586867056787014,0.7533913850784302
4,21893_0500d043_18,0.0028278206009417772,0.942507266998291
5,31607_9a2f8140_6,0.002683086320757866,0.9099412560462952
6,41774_88a7a483_18,0.0015850915806367993,0.613071084022522
7,42143_51b31600_4,0.00042707740794867277,0.137051522731781
8,23104_3b70eba4_13,0.0006677262135781348,-0.09844303131103516
9,129075_8fbf62e5_2,0.000164746685186401,0.5652487874031067
10,41624_a15f83c1_13,0.0005888693267479539,0.7108381986618042
11,36088_1ea9c8a9_12,0.0036097292322665453,0.9157887101173401
12,126477_6596d136_14,0.0004856637679040432,0.5597841143608093
13,130441_10c43121_0,0.21161259710788727,-0.07801520824432373
14,133385_e6aa64d8_21,0.0004608620947692543,0.6976450681686401
15,26398_b99946da_1,0.01277246791869402,0.8320198655128479
16,61198_0c99f50a_4,6.543794006574899e-05,-3.122372627258301
17,26661_ab88a525_0,0.00033384616835974157,0.6141518950462341
18,129075_8fbf62e5_1,0.0013784741749987006,-0.3017779588699341
19,51891_9455ea02_1,0.006646123249083757,0.8945381045341492
20,34770_6bba5bd4_13,0.0032853656448423862,0.9354948997497559
21,21646_a2dd0d00_53,0.0016594480257481337,0.8620631098747253
22,68909_4ae1bc2e_1,0.001151139149442315,-0.08180761337280273
23,27866_ece3076e_109,0.00036566422204487026,0.9423396587371826
24,92134_52f13f49_6,0.000483671115944162,0.721255898475647
25,23342_7193a931_1,0.0005670827813446522,0.21292775869369507
26,126572_a2d6f794_14,9.289111039834097e-05,-8.33837604522705
27,44344_3e0b0b0c_1,7.318780262721702e-05,-9.136308670043945
28,49331_3bf3bb84_4,0.0049669635482132435,0.9090798497200012
29,33971_46bb0373_0,0.004757347051054239,0.3923109173774719
30,21517_bfe35b4c_1,0.0004822395567316562,0.30055421590805054
31,23165_369d62aa_6,0.005510795395821333,0.9335309267044067
32,81846_2907c980_0,0.003912072628736496,0.8263446092605591
33,24168_a0ede173_111,0.004695884883403778,0.5361875891685486
34,53461_a5942665_1,0.001171772019006312,0.9565404057502747
35,24907_c72322ea_13,0.001478732330724597,0.4420226216316223
36,133424_315bcaeb_7,0.00022619887022301555,0.707289457321167
37,40490_916e13fe_0,0.010049877688288689,0.6869701147079468
38,38000_b5822e44_3,0.006242851261049509,0.9053828716278076
39,138520_f4e0bc0b_63,0.0008707025554031134,0.1693093180656433
