case_num,case_name,MSE,R-Square
0,50417_199cffee_13,0.03557829186320305,0.7228642702102661
1,48516_2b3135bf_11,0.005200599320232868,0.8241686820983887
2,41733_1ec9b00c_31,0.006536501459777355,0.3659573197364807
3,31664_1e85c690_0,0.002608537208288908,0.8597544431686401
4,21893_0500d043_18,0.0014193401439115405,0.9711432456970215
5,31607_9a2f8140_6,0.00476854108273983,0.8399422764778137
6,41774_88a7a483_18,0.002564450493082404,0.374004602432251
7,42143_51b31600_4,0.0003422934387344867,0.3083651661872864
8,23104_3b70eba4_13,0.0007071112049743533,-0.16323328018188477
9,129075_8fbf62e5_2,0.0001890490239020437,0.5011172294616699
10,41624_a15f83c1_13,0.00046600899077020586,0.7711682319641113
11,36088_1ea9c8a9_12,0.0011411557206884027,0.9733780026435852
12,126477_6596d136_14,0.0006174218724481761,0.4403557777404785
13,130441_10c43121_0,0.06483252346515656,0.6697245836257935
14,133385_e6aa64d8_21,0.000501721166074276,0.6708388924598694
15,26398_b99946da_1,0.019646426662802696,0.741615355014801
16,61198_0c99f50a_4,6.827279139542952e-05,-3.3009591102600098
17,26661_ab88a525_0,0.0003166296810377389,0.6340501308441162
18,129075_8fbf62e5_1,0.0022163693793118,-1.0930540561676025
19,51891_9455ea02_1,0.004495376721024513,0.9286665320396423
20,34770_6bba5bd4_13,0.0006333466153591871,0.9875648021697998
21,21646_a2dd0d00_53,0.013834410347044468,-0.14994585514068604
22,68909_4ae1bc2e_1,0.0008149161585606635,0.23416507244110107
23,27866_ece3076e_109,0.0005218340083956718,0.9177137613296509
24,92134_52f13f49_6,0.0005798367783427238,0.6658347845077515
25,23342_7193a931_1,0.0003793898213189095,0.4734327793121338
26,126572_a2d6f794_14,0.00015532314137089998,-14.614689826965332
27,44344_3e0b0b0c_1,2.5946301320800558e-05,-2.5934910774230957
28,49331_3bf3bb84_4,0.0029762466438114643,0.9455198645591736
29,33971_46bb0373_0,0.005117824301123619,0.34626466035842896
30,21517_bfe35b4c_1,0.0006295130588114262,0.08694708347320557
31,23165_369d62aa_6,0.002208173740655184,0.973365843296051
32,81846_2907c980_0,0.004027791321277618,0.8212079405784607
33,24168_a0ede173_111,0.004967094399034977,0.5094002485275269
34,53461_a5942665_1,0.0011458790395408869,0.9575007557868958
35,24907_c72322ea_13,0.0006005409522913396,0.7733949422836304
36,133424_315bcaeb_7,0.0002599981380626559,0.6635518074035645
37,40490_916e13fe_0,0.0017187116900458932,0.9464662075042725
38,38000_b5822e44_3,0.0031789729837328196,0.9518192410469055
39,138520_f4e0bc0b_63,0.0013026781380176544,-0.24281549453735352
40,61294_9255796d_3,0.0003460304287727922,0.35252881050109863
41,22176_272891b8_0,0.0009891199879348278,0.49826449155807495
42,24815_4f2a57e4_1,0.002881780732423067,0.9153801202774048
43,113343_e692c488_1,0.0003304406418465078,0.5013389587402344
44,33995_18423507_1,0.0003920622111763805,0.47185641527175903
45,127897_029949fd_6,0.0006474918336607516,0.9870527982711792
46,123181_4e56fb4f_0,0.0019079208141192794,0.9723599553108215
47,22670_9353c710_1,0.00011725737567758188,0.28539568185806274
48,128642_4d72bf31_2,0.0014776044990867376,0.19957655668258667
49,146667_fe438b5b_6,0.014284362085163593,0.12767404317855835
