case_num,case_name,MSE,R-Square
0,50417_199cffee_13,0.009707651101052761,0.9243826270103455
1,48516_2b3135bf_11,0.005222878884524107,0.8234153985977173
2,41733_1ec9b00c_31,0.0046830750070512295,0.5457402467727661
3,31664_1e85c690_0,0.002703268313780427,0.8546612858772278
4,21893_0500d043_18,0.0008605662733316422,0.9825037121772766
5,31607_9a2f8140_6,0.0009259855723939836,0.9689189791679382
6,41774_88a7a483_18,0.001552542787976563,0.6210163831710815
7,42143_51b31600_4,0.00019785889890044928,0.6002082228660583
8,23104_3b70eba4_13,0.0008243865449912846,-0.3561570644378662
9,129075_8fbf62e5_2,0.000246240699198097,0.35019367933273315
10,41624_a15f83c1_13,0.0001612397318240255,0.9208239316940308
11,36088_1ea9c8a9_12,0.0010314123937860131,0.9759382009506226
12,126477_6596d136_14,0.000834717124234885,0.24339479207992554
13,130441_10c43121_0,0.00960942730307579,0.9510468244552612
14,133385_e6aa64d8_21,0.00039330130675807595,0.7419692277908325
15,26398_b99946da_1,0.01663082465529442,0.781275749206543
16,61198_0c99f50a_4,6.51192749501206e-05,-3.102297782897949
17,26661_ab88a525_0,0.0005417960928753018,0.37381041049957275
18,129075_8fbf62e5_1,0.0017916125943884254,-0.6919299364089966
19,51891_9455ea02_1,0.007944349199533463,0.8739376068115234
20,34770_6bba5bd4_13,0.0012171195121482015,0.9761030077934265
21,21646_a2dd0d00_53,0.0017588242189958692,0.8538027405738831
22,68909_4ae1bc2e_1,0.0003424358437769115,0.6781886219978333
23,27866_ece3076e_109,0.000769148871768266,0.8787155151367188
24,92134_52f13f49_6,0.0004692008951678872,0.7295953035354614
25,23342_7193a931_1,0.00014832339365966618,0.7941372394561768
26,126572_a2d6f794_14,5.936094567005057e-06,0.403242290019989
27,44344_3e0b0b0c_1,0.00015211093705147505,-20.066946029663086
28,49331_3bf3bb84_4,0.0022246195003390312,0.959278404712677
29,33971_46bb0373_0,0.0019226564327254891,0.7544057369232178
30,21517_bfe35b4c_1,0.0004352313408162445,0.36873549222946167
31,23165_369d62aa_6,0.0015126799698919058,0.9817546606063843
32,81846_2907c980_0,0.0035156062804162502,0.8439435958862305
33,24168_a0ede173_111,0.004745901096612215,0.5312474966049194
34,53461_a5942665_1,0.0013558515347540379,0.9497131705284119
35,24907_c72322ea_13,0.0006733054760843515,0.7459383010864258
36,133424_315bcaeb_7,0.0002582321176305413,0.6658371090888977
37,40490_916e13fe_0,0.0014599594287574291,0.9545257091522217
38,38000_b5822e44_3,0.0026367742102593184,0.9600368142127991
39,138520_f4e0bc0b_63,0.0008286376832984388,0.20944112539291382
40,61294_9255796d_3,0.00014194916002452374,0.7343933582305908
41,22176_272891b8_0,0.0006486831698566675,0.670952558517456
42,24815_4f2a57e4_1,0.0038298529107123613,0.8875411748886108
43,113343_e692c488_1,0.0002023145934799686,0.6946913003921509
44,33995_18423507_1,0.0007637498201802373,-0.02884078025817871
45,127897_029949fd_6,0.0010680845007300377,0.9786426424980164
46,123181_4e56fb4f_0,0.0013498548651114106,0.9804446697235107
47,22670_9353c710_1,8.731935668038204e-05,0.46784764528274536
48,128642_4d72bf31_2,0.000700810516718775,0.6203685402870178
49,146667_fe438b5b_6,0.007372336462140083,0.5497817993164062
50,38260_2a31c6df_2,0.0018957568099722266,0.7328258752822876
51,24443_996411f9_3,0.0013473979197442532,0.9694234728813171
52,142074_34e02b6d_1,0.00030031276401132345,0.9100605845451355
53,41501_b627682a_15,0.0022974414750933647,0.7992336750030518
54,24712_da77fe8f_0,0.0015398375689983368,0.9711900353431702
55,32960_0eaa1de8_26,0.0018223044462502003,0.9662470817565918
56,130757_b2c47f8d_2,0.00015809215256012976,-3.724851131439209
57,104817_6d73dc41_0,0.007014591246843338,0.2141069769859314
58,79243_49539d9f_0,0.0016702525317668915,0.9640164971351624
59,82012_c533307b_1,0.0004084584361407906,0.6195064783096313
60,107649_e651c5ca_1,0.00021763650875072926,-0.5176831483840942
61,40997_e3c88650_12,0.0011750670382753015,0.9698590636253357
62,143029_70554264_4,0.0013987728161737323,0.8087912797927856
63,27054_342fcf5c_3,0.0003225074033252895,0.6633982062339783
64,41648_577daf16_17,0.0003482430474832654,0.8681726455688477
65,89720_4e65191c_1,0.0015700171934440732,0.9619660377502441
66,75382_1b589ea9_12,0.0001329230872215703,0.6200246214866638
67,120371_433ba1ca_2,0.0011546638561412692,0.8992994427680969
68,49024_b7f02205_13,0.0016087035182863474,0.9289457201957703
69,51022_47816098_7,0.006153077352792025,0.9368171095848083
70,41634_4f5d0edb_0,0.0001975988270714879,0.6048791408538818
71,23170_6ea8ded5_3,0.0021866241004318,0.9634066820144653
72,69589_cd2fa794_8,0.004702041391283274,0.6925508975982666
